iter	RMSE
412	3.123902195
413	3.104446115
414	3.103114732
415	3.085483062
416	3.083780901
417	3.068907326
418	3.067142812
419	3.066101089
420	3.054691099
421	3.043162544
422	3.034594641
423	3.033026376
424	3.022744917
425	3.021364981
426	3.006812506
427	3.004943326
428	2.99316615
429	2.98082521
430	2.96914412
431	2.96670646
432	2.965825506
433	2.963905596
434	2.962242514
435	2.950073119
436	2.947689852
437	2.937560352
438	2.926594891
439	2.912202781
440	2.899395058
441	2.889283863
442	2.879734843
443	2.878295659
444	2.877026462
445	2.876249318
446	2.860287939
447	2.859107305
448	2.853256649
449	2.837131772
450	2.826748142
451	2.817986911
452	2.816947956
453	2.815794925
454	2.814601837
455	2.807731535
456	2.806136093
457	2.792120663
458	2.790493605
459	2.789306741
460	2.780432883
461	2.778257941
462	2.77716023
463	2.769561349
464	2.767703708
465	2.765945002
466	2.765108104
467	2.763424421
468	2.76221278
469	2.75284858
470	2.747694991
471	2.742849089
472	2.7345455
473	2.724041354
474	2.713241267
475	2.705553822
476	2.695460209
477	2.68652332
478	2.6789882
479	2.667296489
480	2.665700214
481	2.651672025
482	2.643335597
483	2.635257068
484	2.627252993
485	2.619929961
486	2.612783057
487	2.611512115
488	2.61059951
489	2.604658917
490	2.603317039
491	2.601625849
492	2.594976166
493	2.581824808
494	2.58067611
495	2.575398828
496	2.567829221
497	2.555877179
498	2.544570743
499	2.543492397
500	2.541947449
501	2.536756662
502	2.533993309
503	2.522388885
504	2.521327636
505	2.511347738
506	2.510229475
507	2.503752527
508	2.490693731
509	2.483750007
510	2.483090313
511	2.474166825
512	2.46820639
513	2.458320519
514	2.457416188
515	2.44530485
516	2.434296431
517	2.432868944
518	2.429101007
519	2.427590028
520	2.415482744
521	2.406576241
522	2.400040338
523	2.391800371
524	2.390796643
525	2.386072295
526	2.37622833
527	2.36649974
528	2.35817501
529	2.349504917
530	2.346776683
531	2.340195935
532	2.338883754
533	2.329996615
534	2.322775811
535	2.322009053
536	2.320945105
537	2.313254228
538	2.308859722
539	2.301126124
540	2.298335815
541	2.297320306
542	2.289881712
543	2.281564857
544	2.274666052
545	2.268872121
546	2.26202751
547	2.251895129
548	2.250864818
549	2.245063485
550	2.237771849
551	2.23225378
552	2.224180133
553	2.219278039
554	2.2186275
555	2.21693536
556	2.20676185
557	2.205891939
558	2.202126854
559	2.201268041
560	2.197418388
561	2.189618197
562	2.183663488
563	2.182633653
564	2.176364924
565	2.175583102
566	2.168607073
567	2.167752606
568	2.160753336
569	2.149868238
570	2.142554939
571	2.139507419
572	2.13277697
573	2.132339503
574	2.124900923
575	2.12412518
576	2.116753635
577	2.11573793
578	2.107904496
579	2.104682726
580	2.10385043
581	2.098615359
582	2.0977768
583	2.089894415
584	2.089487502
585	2.088619563
586	2.088139694
587	2.087410828
588	2.082046746
589	2.077138899
590	2.068670279
591	2.062503392
592	2.061904462
593	2.057552253
594	2.057124189
595	2.056594177
596	2.047091362
597	2.039977984
598	2.030133703
599	2.02431209
600	2.017443138
601	2.017033295
602	2.010195735
603	2.004229548
604	2.003701617
605	1.993795615
606	1.989751406
607	1.987107629
608	1.983896684
609	1.983448552
610	1.976792996
611	1.97202531
612	1.96578939
613	1.960534869
614	1.951791384
615	1.944886917
616	1.939775288
617	1.939116839
618	1.933806757
619	1.924619827
620	1.923826401
621	1.916856022
622	1.916156183
623	1.910396562
624	1.901283833
625	1.895655002
626	1.884347798
627	1.878770805
628	1.878305546
629	1.872030236
630	1.868682925
631	1.868305659
632	1.860652559
633	1.860212596
634	1.854598012
635	1.854030416
636	1.853433105
637	1.845111577
638	1.840706154
639	1.836083643
640	1.830125607
641	1.824630153
642	1.822301627
643	1.81481555
644	1.809044223
645	1.803796687
646	1.797030999
647	1.792356612
648	1.791068484
649	1.788924259
650	1.783610235
651	1.781090402
652	1.773293828
653	1.766890921
654	1.76611522
655	1.75863171
656	1.753823546
657	1.753229043
658	1.75111369
659	1.746403821
660	1.745888777
661	1.739232461
662	1.734044598
663	1.733498127
664	1.73043106
665	1.729760579
666	1.723102043
667	1.717975558
668	1.712343661
669	1.711409267
670	1.706149983
671	1.705488525
672	1.697884233
673	1.69048722
674	1.688987775
675	1.684802388
676	1.678488745
677	1.672986779
678	1.669551489
679	1.664056383
680	1.663704626
681	1.663302066
682	1.661893761
683	1.655197615
684	1.654810992
685	1.650084403
686	1.644316251
687	1.640094547
688	1.639774805
689	1.632821306
690	1.628155944
691	1.623646262
692	1.618822033
693	1.612699466
694	1.608201012
695	1.606536392
696	1.60286672
697	1.602517412
698	1.5999826
699	1.596978547
700	1.592056036
701	1.591390368
702	1.587247531
703	1.586987367
704	1.583011378
705	1.582576041
706	1.579559758
707	1.576216022
708	1.569536817
709	1.569260622
710	1.56414819
711	1.557619694
712	1.554187934
713	1.545361434
714	1.541020364
715	1.536461709
716	1.532879021
717	1.529163485
718	1.523148852
719	1.522808451
720	1.51815212
721	1.511937665
722	1.508116429
723	1.502676531
724	1.499003223
725	1.498633332
726	1.49282911
727	1.492586623
728	1.48736748
729	1.482697984
730	1.479795277
731	1.476374727
732	1.470276246
733	1.469907848
734	1.469507304
735	1.469167448
736	1.465549293
737	1.460063727
738	1.459679033
739	1.457063654
740	1.452888655
741	1.449034549
742	1.445416223
743	1.4406184
744	1.440289482
745	1.439987929
746	1.436344394
747	1.436031469
748	1.431241577
749	1.430202897
750	1.425257417
751	1.42492275
752	1.419091041
753	1.416376503
754	1.412371946
755	1.409259773
756	1.408583398
757	1.408220406
758	1.407937916
759	1.403520517
760	1.402648639
761	1.398922726
762	1.395354903
763	1.391036076
764	1.387559154
765	1.386093419
766	1.381015079
767	1.376421463
768	1.373018717
769	1.367357667
770	1.366891504
771	1.363596933
772	1.3606597
773	1.357974194
774	1.353486176
775	1.349489804
776	1.346859245
777	1.346480412
778	1.345626064
779	1.345268652
780	1.34258873
781	1.339410992
782	1.338987243
783	1.338699399
784	1.334748579
785	1.330192791
786	1.329752965
787	1.329268226
788	1.324841814
789	1.320361124
790	1.315515367
791	1.315018062
792	1.311276354
793	1.306312866
794	1.302861474
795	1.299195081
796	1.298890091
797	1.298425941
798	1.294001224
799	1.290122503
800	1.286470357
801	1.284344121
802	1.280709405
803	1.28047207
804	1.276732694
805	1.271555347
806	1.268157202
807	1.263095991
808	1.259492517
809	1.25672474
810	1.252612409
811	1.249646591
812	1.244849799
813	1.24172701
814	1.237986575
815	1.233694937
816	1.229926841
817	1.226216955
818	1.225841323
819	1.22209157
820	1.218595883
821	1.215167865
822	1.214683803
823	1.211595479
824	1.207814576
825	1.206850112
826	1.204228013
827	1.200248531
828	1.196278486
829	1.194108468
830	1.193746978
831	1.190490381
832	1.186988496
833	1.184150824
834	1.182294082
835	1.181957291
836	1.181648529
837	1.178555985
838	1.176490938
839	1.173822647
840	1.169909316
841	1.166252787
842	1.165613024
843	1.165281919
844	1.1644462
845	1.164156975
846	1.160832012
847	1.157149405
848	1.153222111
849	1.150886357
850	1.148151038
851	1.147690132
852	1.144970127
853	1.14469259
854	1.141841945
855	1.139132909
856	1.136370803
857	1.136112698
858	1.135784914
859	1.133669163
860	1.133377704
861	1.132939075
862	1.13112901
863	1.127803697
864	1.127547295
865	1.124570264
866	1.121486691
867	1.120822513
868	1.117684138
869	1.115412559
870	1.112680727
871	1.112413826
872	1.109784245
873	1.107010363
874	1.10485686
875	1.102344111
876	1.100398656
877	1.096664556
878	1.093753684
879	1.093244357
880	1.090030799
881	1.086991426
882	1.083875056
883	1.081605332
884	1.077676687
885	1.075294837
886	1.072087485
887	1.068743676
888	1.066196118
889	1.063436334
890	1.06313597
891	1.059292963
892	1.055273307
893	1.051834445
894	1.049537243
895	1.046683231
896	1.046138943
897	1.043292055
898	1.040428144
899	1.037494786
900	1.03387327
901	1.031020016
902	1.02821959
903	1.02550088
904	1.02262438
905	1.022311798
906	1.020846677
907	1.017750732
908	1.014604083
909	1.011632284
910	1.011421635
911	1.007779048
912	1.005382867
913	1.003142538
914	1.000563799
915	0.9981637784
916	0.9962420963
917	0.9944575212
918	0.9917473941
919	0.9897607897
920	0.9876585638
921	0.9850333186
922	0.9816999393
923	0.9787775033
924	0.9746655243
925	0.974386955
926	0.9716877728
927	0.9692708276
928	0.9668101493
929	0.963521819
930	0.9626220085
931	0.9592645881
932	0.9570384404
933	0.9546887602
934	0.9522215648
935	0.9499392795
936	0.9474993809
937	0.9441079492
938	0.9438489799
939	0.9422503037
940	0.94027453
941	0.9376847514
942	0.9358157039
943	0.9325728127
944	0.9307752846
945	0.9292382581
946	0.9268724327
947	0.9245962529
948	0.9227792854
949	0.9221672378
950	0.9219704468
951	0.9217163101
952	0.9211189076
953	0.9192194866
954	0.9175653608
955	0.9150913305
956	0.9126967171
957	0.9090330977
958	0.9059566625
959	0.903458249
960	0.9006629609
961	0.8979018237
962	0.8977124304
963	0.8965614897
964	0.8939637259
965	0.8933902813
966	0.8931065814
967	0.8896781779
968	0.8879652279
969	0.8877714994
970	0.8875876802
971	0.8859992027
972	0.885519226
973	0.8824366765
974	0.8810021626
975	0.8784508938
976	0.8773348774
977	0.8767890694
978	0.8752325789
979	0.8729845429
980	0.8712594215
981	0.8701353566
982	0.8694223244
983	0.8668341073
984	0.8646376958
985	0.8612628936
986	0.8585044611
987	0.8559160595
988	0.8552358214
989	0.853245474
990	0.8508478559
991	0.8492184126
992	0.8479885512
993	0.8466720888
994	0.843820803
995	0.8410917088
996	0.8406320675
997	0.8384538918
998	0.8357542367
999	0.8338427725
