iter	RMSE
142	6.295103539
143	6.253107362
144	6.225595497
145	6.197171223
146	6.181833331
147	6.14013186
148	6.100455425
149	6.053846432
150	6.0154721
151	5.978206521
152	5.943718183
153	5.910088119
154	5.880423044
155	5.860692523
156	5.844296101
157	5.827384924
158	5.794461431
159	5.781065468
160	5.741335447
161	5.711380947
162	5.686851464
163	5.662154229
164	5.650216613
165	5.638130623
166	5.606355751
167	5.59056919
168	5.569129612
169	5.558118445
170	5.547853071
171	5.510480282
172	5.489283287
173	5.479783606
174	5.449837947
175	5.416058035
176	5.383245578
177	5.358722342
178	5.323778883
179	5.308247653
180	5.281866224
181	5.26991393
182	5.260311089
183	5.239438348
184	5.22251621
185	5.211879396
186	5.198686349
187	5.184622057
188	5.174644996
189	5.164554845
190	5.155736546
191	5.125353925
192	5.102117746
193	5.086089594
194	5.057918277
195	5.033296528
196	5.01123813
197	5.002609734
198	4.994401915
199	4.980968557
200	4.971760024
201	4.96269411
202	4.950377412
203	4.943040332
204	4.934886132
205	4.925806031
206	4.917538526
207	4.90948666
208	4.89706998
209	4.889818268
210	4.88422659
211	4.871957788
212	4.863673388
213	4.852089011
214	4.841110832
215	4.816193812
216	4.804211139
217	4.799183192
218	4.771224625
219	4.765766826
220	4.755701195
221	4.721840306
222	4.704125445
223	4.693754561
224	4.66998904
225	4.663739066
226	4.658973134
227	4.641897976
228	4.634106363
229	4.627208768
230	4.62042674
231	4.600888241
232	4.591598581
233	4.583135237
234	4.574889759
235	4.554535709
236	4.548148342
237	4.541106675
238	4.528596825
239	4.522009077
240	4.496319916
241	4.469429977
242	4.463384498
243	4.443322816
244	4.436417082
245	4.429272108
246	4.424842848
247	4.41841446
248	4.413361946
249	4.409361237
250	4.402731595
251	4.396132605
252	4.374926296
253	4.350745431
254	4.336387201
255	4.308963173
256	4.304444476
257	4.300917468
258	4.295813017
259	4.291778115
260	4.287121585
261	4.268946597
262	4.261873613
263	4.249033749
264	4.245032616
265	4.23801786
266	4.22720427
267	4.203358339
268	4.19956649
269	4.194363025
270	4.17654816
271	4.151618562
272	4.125949923
273	4.121416786
274	4.116407961
275	4.097475232
276	4.091688725
277	4.078642774
278	4.075466258
279	4.050874404
280	4.047547693
281	4.044609504
282	4.023819775
283	4.016091351
284	3.996880706
285	3.979881959
286	3.97695328
287	3.953138559
288	3.934493616
289	3.931790646
290	3.919163923
291	3.900764264
292	3.880644231
293	3.86703293
294	3.853682451
295	3.850497123
296	3.840099465
297	3.823475191
298	3.820770467
299	3.806218897
300	3.801510314
301	3.793444635
302	3.781470211
303	3.768397435
304	3.756867883
305	3.7459905
306	3.736254344
307	3.733460269
308	3.723448232
309	3.721058318
310	3.716462287
311	3.693288312
312	3.67706186
313	3.650259218
314	3.637360198
315	3.625030622
316	3.608980341
317	3.600100644
318	3.589209307
319	3.571210109
320	3.559627395
321	3.550963791
322	3.548719627
323	3.53372225
324	3.530988626
325	3.513215161
326	3.510666515
327	3.508752322
328	3.4932721
329	3.491226536
330	3.478646287
331	3.476452095
332	3.459973931
333	3.451415896
334	3.44873707
335	3.429921504
336	3.418705565
337	3.411027533
338	3.405804796
339	3.403962352
340	3.394748009
341	3.392948691
342	3.385025268
343	3.383080944
344	3.369719333
345	3.368093461
346	3.354896299
347	3.342852047
348	3.331172673
349	3.32970350	3.307078215
351	3.295129206
352	3.285118522
353	3.272174823
354	3.263358025
355	3.248618868
356	3.24062483
357	3.230018677
358	3.216686379
359	3.215081641
360	3.206089903
361	3.189619677
362	3.176428597
363	3.167429535
364	3.156994082
365	3.149271762
366	3.143940009
367	3.135647445
368	3.131063121
369	3.125487701
370	3.122341571
371	3.118110822
372	3.111632145
373	3.109489177
374	3.099656604
375	3.090074932
376	3.080934215
377	3.074764409
378	3.069300657
379	3.064886888
380	3.051890389
381	3.045044533
382	3.03683717
383	3.031056646
384	3.026721478
385	3.020549994
386	3.014779584
387	2.999752434
388	2.987417979
389	2.978211212
390	2.976051283
391	2.966658538
392	2.960983163
393	2.959537755
394	2.958261311
395	2.948861508
396	2.946999445
397	2.937477848
398	2.926442306
399	2.923223311
400	2.918440629
401	2.907412901
402	2.895298099
403	2.884438455
404	2.870712007
405	2.862993761
406	2.853948856
407	2.841643144
408	2.836032535
409	2.825145958
410	2.817474352
411	2.814819603
412	2.807107683
413	2.794944638
414	2.792648829
415	2.781084121
416	2.769491328
417	2.766569918
418	2.764983323
419	2.755858173
420	2.745567157
421	2.739569485
422	2.733830748
423	2.72583913
424	2.723276196
425	2.72184767
426	2.709417945
427	2.704801365
428	2.692548561
429	2.680025859
430	2.670767143
431	2.659564966
432	2.654347967
433	2.653340041
434	2.652240396
435	2.650327439
436	2.639133503
437	2.637364502
438	2.631724883
439	2.620725634
440	2.619669153
441	2.60652517
442	2.598469175
443	2.59161666
444	2.579001467
445	2.572096674
446	2.566232197
447	2.555288521
448	2.546951948
449	2.534647589
450	2.529448932
451	2.516700952
452	2.502821893
453	2.491256108
454	2.484199102
455	2.473620622
456	2.470171259
457	2.46720686
458	2.456984043
459	2.45340429
460	2.451687461
461	2.443196137
462	2.432561857
463	2.424879677
464	2.423606338
465	2.413937487
466	2.408328225
467	2.398341158
468	2.391604926
469	2.383238628
470	2.382219689
471	2.374470365
472	2.36371994
473	2.354388263
474	2.348943437
475	2.344520996
476	2.336722087
477	2.330869554
478	2.321227265
479	2.311589503
480	2.304941287
481	2.299821595
482	2.289701335
483	2.283903025
484	2.27669724
485	2.268055391
486	2.26350482
487	2.256558642
488	2.253189864
489	2.25221714
490	2.245424331
491	2.240077024
492	2.235076083
493	2.227699481
494	2.216755944
495	2.210370489
496	2.200485665
497	2.192371227
498	2.191366642
499	2.18417548
500	2.179669427
501	2.172013767
502	2.165843391
503	2.157197755
504	2.1553251
505	2.148025304
506	2.14023645
507	2.133491325
508	2.128303404
509	2.120668555
510	2.112223932
511	2.110377134
512	2.104393913
513	2.098989586
514	2.09130553
515	2.090266264
516	2.0850377
517	2.078036755
518	2.067914303
519	2.060629555
520	2.053013149
521	2.052094968
522	2.044931757
523	2.037456333
524	2.031589703
525	2.023622
526	2.022720403
527	2.021835717
528	2.016309931
529	2.013906549
530	2.007841091
531	2.006658938
532	2.001699139
533	1.995753708
534	1.98793965
535	1.986746012
536	1.981172496
537	1.97191872
538	1.969411167
539	1.964758348
540	1.963908147
541	1.963074009
542	1.958019251
543	1.949354872
544	1.946605691
545	1.936616447
546	1.929959761
547	1.924917414
548	1.918346624
549	1.917609728
550	1.911228628
551	1.904008211
552	1.902723354
553	1.898629044
554	1.893893716
555	1.889047993
556	1.888208724
557	1.885261472
558	1.879114717
559	1.872956913
560	1.867166198
561	1.857064849
562	1.854501355
563	1.848751312
564	1.843677745
565	1.837971661
566	1.837266774
567	1.831108328
568	1.827084604
569	1.823507678
570	1.818349458
571	1.810438765
572	1.803214184
573	1.799566657
574	1.793792243
575	1.793019467
576	1.787542234
577	1.785521526
578	1.781310106
579	1.774847541
580	1.76917979
581	1.763183371
582	1.758957791
583	1.758025681
584	1.752985049
585	1.745655638
586	1.739389716
587	1.733983852
588	1.728491742
589	1.727768636
590	1.721918192
591	1.71386583
592	1.708966304
593	1.708313171
594	1.702636569
595	1.697486158
596	1.693960981
597	1.686214668
598	1.681763868
599	1.676925772
600	1.673032852
601	1.666131231
602	1.665378414
603	1.660681178
604	1.653770525
605	1.649206833
606	1.648233249
607	1.643979841
608	1.643286934
609	1.642607261
610	1.637984536
611	1.631650885
612	1.630756992
613	1.627085859
614	1.623456604
615	1.621813949
616	1.617012958
617	1.612358084
618	1.611336994
619	1.607688755
620	1.602489257
621	1.599280534
622	1.593622507
623	1.591367348
624	1.584874742
625	1.583834223
626	1.581740283
627	1.580985454
628	1.578335608
629	1.571487803
630	1.565199799
631	1.561447496
632	1.560627259
633	1.556016645
634	1.555207154
635	1.548391108
636	1.547054827
637	1.540727766
638	1.533802009
639	1.529758147
640	1.525344159
641	1.52455201
642	1.523844689
643	1.518713874
644	1.518065913
645	1.517384556
646	1.516639019
647	1.509450469
648	1.506404732
649	1.50402456
650	1.500062257
651	1.495379262
652	1.494433259
653	1.492437713
654	1.491921556
655	1.489199777
656	1.483459897
657	1.481316332
658	1.476417488
659	1.475852027
660	1.472882683
661	1.467459764
662	1.459801227
663	1.455408171
664	1.451019355
665	1.45055392
666	1.447921526
667	1.442759231
668	1.437172988
669	1.436716226
670	1.431003592
671	1.427981428
672	1.425588819
673	1.421356428
674	1.418743511
675	1.416514278
676	1.409790684
677	1.406127796
678	1.40042215
679	1.393921769
680	1.393287464
681	1.389092873
682	1.382898799
683	1.379168264
684	1.373802587
685	1.371427805
686	1.367840014
687	1.364998834
688	1.360338128
689	1.359824401
690	1.359106799
691	1.354096486
692	1.351120199
693	1.34586317
694	1.342809531
695	1.33758562
696	1.331555384
697	1.330683007
698	1.32964199
699	1.329131963
700	1.327096445
701	1.324224053
702	1.320474956
703	1.319968841
704	1.314646409
705	1.31037918
706	1.305917676
707	1.301300343
708	1.295531446
709	1.294652122
710	1.290417642
711	1.287198305
712	1.283998399
713	1.280215438
714	1.274385162
715	1.268221715
716	1.267712554
717	1.264650411
718	1.259575042
719	1.256423548
720	1.255967216
721	1.255558331
722	1.25239152
723	1.246429866
724	1.241914391
725	1.237212463
726	1.232456904
727	1.229529981
728	1.228898269
729	1.224316868
730	1.222810826
731	1.220152281
732	1.218157992
733	1.214167791
734	1.208922082
735	1.20502616
736	1.200985332
737	1.196962427
738	1.192426504
739	1.191988812
740	1.189017761
741	1.186207833
742	1.183604938
743	1.180181688
744	1.177349765
745	1.175293074
746	1.170974748
747	1.166814948
748	1.16632071
749	1.161358481
750	1.159009996
751	1.158528368
752	1.156286991
753	1.151787135
754	1.149402112
755	1.147132248
756	1.142793194
757	1.140512604
758	1.136832114
759	1.134012526
760	1.13284032
761	1.127655071
762	1.125972776
763	1.123696952
764	1.120904101
765	1.120502804
766	1.117448015
767	1.116489037
768	1.115993843
769	1.111883121
770	1.10647257
771	1.103858957
772	1.101676583
773	1.098431796
774	1.09793573
775	1.097670767
776	1.096419543
777	1.093091851
778	1.088699824
779	1.084841832
780	1.082199362
781	1.081902649
782	1.080938083
783	1.076780185
784	1.076256789
785	1.074474316
786	1.070287647
787	1.06675785
788	1.064518162
789	1.062426973
790	1.058104413
791	1.053521197
792	1.05011507
793	1.049639019
794	1.04745941
795	1.045222402
796	1.042270383
797	1.04202554
798	1.041576592
799	1.0382366
800	1.035293409
801	1.032732385
802	1.030562558
803	1.027138011
804	1.024107518
805	1.023636091
806	1.019707496
807	1.018396523
808	1.016257687
809	1.015933809
810	1.014267749
811	1.01383112
812	1.011089152
813	1.009580375
814	1.009107102
815	1.004516699
816	1.001478409
817	1.000986164
818	0.9993354165
819	0.9956290148
820	0.9932792974
821	0.9902046782
822	0.9877172037
823	0.9838287031
824	0.9819104381
825	0.9809615148
826	0.9805618293
827	0.9779863109
828	0.9775712102
829	0.975124142
830	0.9726381111
831	0.9702035942
832	0.9697655635
833	0.9652975067
834	0.9631556333
835	0.9612376629
836	0.9609787389
837	0.9606923435
838	0.9603649342
839	0.9573998642
840	0.9538486527
841	0.9535693223
842	0.9525138522
843	0.9500587535
844	0.9472125598
845	0.9454284204
846	0.943133032
847	0.9406571047
848	0.9363658455
849	0.9326740351
850	0.9298788102
851	0.9274830033
852	0.9239689115
853	0.9235530759
854	0.9231414159
855	0.9205891987
856	0.9172375311
857	0.9149308993
858	0.9137059016
859	0.9101416638
860	0.9066380889
861	0.9029974348
862	0.9009733929
863	0.8970733431
864	0.8932806892
865	0.8899334062
866	0.8859314216
867	0.8841994382
868	0.8811048858
869	0.8807713257
870	0.8788086022
871	0.876976255
872	0.8764833469
873	0.8731619583
874	0.8700347815
875	0.86710325
876	0.8650559801
877	0.8616000717
878	0.8608260974
879	0.8587212886
880	0.8556200952
881	0.8544733564
882	0.8517062391
883	0.8513452216
884	0.8497276928
885	0.8467791705
886	0.8446472275
887	0.8423230255
888	0.8419642799
889	0.838519887
890	0.838303808
891	0.8351894867
892	0.8349460975
893	0.8316649542
894	0.82883954
895	0.8248867379
896	0.824554386
897	0.8210048645
898	0.8208050158
899	0.8181042643
900	0.8154011421
901	0.8150613659
902	0.810857958
903	0.809225409
904	0.8075362454
905	0.805554672
906	0.8052530483
907	0.8019115168
908	0.7988226008
909	0.7958732174
910	0.7955427168
911	0.7938927362
912	0.7909573194
913	0.7887719184
914	0.7861726764
915	0.7841532888
916	0.7823326272
917	0.7805264873
918	0.7801965483
919	0.7776825785
920	0.7773828735
921	0.7749127887
922	0.7713309177
923	0.7709715605
924	0.7689230263
925	0.7660349646
926	0.7647480799
927	0.7640150569
928	0.7612634354
929	0.758559752
930	0.7578496041
931	0.7557434833
932	0.7538959016
933	0.7518264702
934	0.7497588327
935	0.7478540046
936	0.7445126405
937	0.7421666493
938	0.7417952064
939	0.7414160906
940	0.741108584
941	0.7409007198
942	0.74008228
943	0.7397656533
944	0.7395638692
945	0.7378207012
946	0.7348291241
947	0.7329508089
948	0.7309405708
949	0.7282933749
950	0.7260752317
951	0.723555237
952	0.7213425611
953	0.7195535365
954	0.7177408816
955	0.716844763
956	0.7142658126
957	0.7122350772
958	0.7100857802
959	0.7094415934
960	0.7091374372
961	0.706847789
962	0.7043695679
963	0.7012176091
964	0.699663109
965	0.6972427534
966	0.6959788488
967	0.6943190447
968	0.6940547376
969	0.6925191033
970	0.6922055024
971	0.6900255658
972	0.6882373524
973	0.6866316902
974	0.6857656112
975	0.6830247638
976	0.6826903038
977	0.6805404107
978	0.6794737421
979	0.6768567583
980	0.6766352484
981	0.6751195501
982	0.6734486061
983	0.6733040632
984	0.6714335124
985	0.6686280513
986	0.666276728
987	0.6641879358
988	0.662346195
989	0.6620712873
990	0.66007733
991	0.6586853159
992	0.657188566
993	0.6556089034
994	0.6553818758
995	0.6533844165
996	0.6510960451
997	0.6494620402
998	0.6492043069
999	0.648381214
5934972334
999	0.5919039446
